"","Team","X","Opponent","Result","Date"
"163","Boise State","","New Mexico","W (28-14)",2017-09-14
"164","Boise State","","Virginia","L (23-42)",2017-09-22
"165","Boise State","@","Brigham Young","W (24-7)",2017-10-06
"166","Boise State","@","San Diego State","W (31-14)",2017-10-14
"167","Boise State","","Wyoming","W (24-14)",2017-10-21
"168","Boise State","@","Utah State","W (41-14)",2017-10-28
"169","Boise State","","Nevada","W (41-14)",2017-11-04
"170","Boise State","@","Colorado State","W (59-52)",2017-11-11
"171","Boise State","@","Fresno State","L (17-28)",2017-11-25
"172","Boise State","","Fresno State","W (17-14)",2017-12-02
"173","Boise State","N","Oregon","W (38-28)",2017-12-16
"174","Boston College","@","Northern Illinois","W (23-20)",2017-09-01
"175","Boston College","","Wake Forest","L (10-34)",2017-09-09
"176","Boston College","","Notre Dame","L (20-49)",2017-09-16
"177","Boston College","@","Clemson","L (7-34)",2017-09-23
"178","Boston College","","Central Michigan","W (28-8)",2017-09-30
"179","Boston College","","Virginia Tech","L (10-23)",2017-10-07
"180","Boston College","@","Louisville","W (45-42)",2017-10-14
"181","Boston College","@","Virginia","W (41-10)",2017-10-21
"182","Boston College","","Florida State","W (35-3)",2017-10-27
"183","Boston College","","North Carolina State","L (14-17)",2017-11-11
"184","Boston College","N","Connecticut","W (39-16)",2017-11-18
"185","Boston College","@","Syracuse","W (42-14)",2017-11-25
"186","Boston College","N","Iowa","L (20-27)",2017-12-27
"187","Bowling Green State","@","Michigan State","L (10-35)",2017-09-02
"188","Bowling Green State","","Non-Major","L (27-35)",2017-09-09
"189","Bowling Green State","@","Northwestern","L (7-49)",2017-09-16
"190","Bowling Green State","@","Middle Tennessee State","L (13-24)",2017-09-23
"191","Bowling Green State","@","Miami (OH)","W (37-29)",2017-10-07
"192","Bowling Green State","","Ohio","L (30-48)",2017-10-14
"193","Bowling Green State","","Northern Illinois","L (17-48)",2017-10-21
"194","Bowling Green State","@","Kent State","W (44-16)",2017-10-31
"195","Bowling Green State","@","Buffalo","L (28-38)",2017-11-07
"196","Bowling Green State","","Toledo","L (37-66)",2017-11-15
"197","Bowling Green State","@","Eastern Michigan","L (31-34)",2017-11-21
"198","Brigham Young","","Non-Major","W (20-6)",2017-08-26
"199","Brigham Young","N","Louisiana State","L (0-27)",2017-09-02
"200","Brigham Young","","Utah","L (13-19)",2017-09-09
"201","Brigham Young","","Wisconsin","L (6-40)",2017-09-16
"202","Brigham Young","@","Utah State","L (24-40)",2017-09-29
"203","Brigham Young","@","Mississippi State","L (10-35)",2017-10-14
"204","Brigham Young","@","East Carolina","L (17-33)",2017-10-21
"205","Brigham Young","","San Jose State","W (41-20)",2017-10-28
"206","Brigham Young","@","Fresno State","L (13-20)",2017-11-04
"207","Brigham Young","@","Nevada-Las Vegas","W (31-21)",2017-11-10
"208","Brigham Young","","Massachusetts","L (10-16)",2017-11-18
"209","Brigham Young","@","Hawaii","W (30-20)",2017-11-25
"210","Buffalo","@","Minnesota","L (7-17)",2017-08-31
"211","Buffalo","","Non-Major","W (33-10)",2017-09-16
"212","Buffalo","","Florida Atlantic","W (34-31)",2017-09-23
"213","Buffalo","@","Kent State","W (27-13)",2017-09-30
"214","Buffalo","","Western Michigan","L (68-71)",2017-10-07
"215","Buffalo","","Northern Illinois","L (13-14)",2017-10-14
"216","Buffalo","@","Miami (OH)","L (14-24)",2017-10-21
"217","Buffalo","","Ohio","W (31-24)",2017-11-24
"218","California","@","North Carolina","W (35-30)",2017-09-02
"219","California","","Non-Major","W (33-20)",2017-09-09
"220","California","","Mississippi","W (27-16)",2017-09-16
"221","California","","Southern California","L (20-30)",2017-09-23
"222","California","@","Oregon","L (24-45)",2017-09-30
"223","California","@","Washington","L (7-38)",2017-10-07
"224","California","","Washington State","W (37-3)",2017-10-13
"225","California","@","Colorado","L (28-44)",2017-10-28
"226","California","","Oregon State","W (37-23)",2017-11-04
"227","California","@","Stanford","L (14-17)",2017-11-18
"228","California","@","UCLA","L (27-30)",2017-11-24
"229","Central Florida","","Florida International","W (61-17)",2017-08-31
"230","Central Florida","@","Maryland","W (38-10)",2017-09-23
"231","Central Florida","","Memphis","W (40-13)",2017-09-30
"232","Central Florida","@","Cincinnati","W (51-23)",2017-10-07
"233","Central Florida","","East Carolina","W (63-21)",2017-10-14
"234","Central Florida","@","Navy","W (31-21)",2017-10-21
"235","Central Florida","","Non-Major","W (73-33)",2017-10-28
"236","Central Florida","@","Southern Methodist","W (31-24)",2017-11-04
"237","Central Florida","","Connecticut","W (49-24)",2017-11-11
"238","Central Florida","@","Temple","W (45-19)",2017-11-18
"239","Central Florida","","South Florida","W (49-42)",2017-11-24
"240","Central Florida","","Memphis","W (62-55)",2017-12-02
"241","Central Michigan","","Non-Major","W (30-27)",2017-08-31
"242","Central Michigan","@","Kansas","W (45-27)",2017-09-09
"243","Central Michigan","@","Syracuse","L (17-41)",2017-09-16
"244","Central Michigan","","Miami (OH)","L (14-31)",2017-09-23
"245","Central Michigan","@","Ohio","W (26-23)",2017-10-07
"246","Central Michigan","","Toledo","L (10-30)",2017-10-14
"247","Central Michigan","@","Western Michigan","W (35-28)",2017-11-01
"248","Central Michigan","","Eastern Michigan","W (42-30)",2017-11-08
"249","Central Michigan","@","Kent State","W (42-23)",2017-11-14
"250","Central Michigan","","Northern Illinois","W (31-24)",2017-11-24
"251","Central Michigan","N","Wyoming","L (14-37)",2017-12-22
"252","Charlotte","@","Eastern Michigan","L (7-24)",2017-09-01
"253","Charlotte","@","Kansas State","L (7-55)",2017-09-09
"254","Charlotte","","Non-Major","L (31-35)",2017-09-16
"255","Charlotte","","Georgia State","L (0-28)",2017-09-23
"256","Charlotte","@","Florida International","L (29-30)",2017-09-30
"257","Charlotte","","Marshall","L (3-14)",2017-10-07
"258","Charlotte","@","Western Kentucky","L (14-45)",2017-10-14
"259","Charlotte","@","Old Dominion","L (0-6)",2017-11-04
"260","Charlotte","","Middle Tennessee State","L (21-35)",2017-11-11
"261","Charlotte","@","Southern Mississippi","L (21-66)",2017-11-18
"262","Charlotte","","Florida Atlantic","L (12-31)",2017-11-25
"263","Cincinnati","","Non-Major","W (26-14)",2017-08-31
"264","Cincinnati","@","Michigan","L (14-36)",2017-09-09
"265","Cincinnati","@","Miami (OH)","W (21-17)",2017-09-16
"266","Cincinnati","@","Navy","L (32-42)",2017-09-23
"267","Cincinnati","","Marshall","L (21-38)",2017-09-30
"268","Cincinnati","@","South Florida","L (3-33)",2017-10-14
"269","Cincinnati","","Southern Methodist","L (28-31)",2017-10-21
"270","Cincinnati","@","Tulane","W (17-16)",2017-11-04
"271","Cincinnati","","Temple","L (24-35)",2017-11-10
"272","Cincinnati","@","East Carolina","L (20-48)",2017-11-18
"273","Cincinnati","","Connecticut","W (22-21)",2017-11-25
"274","Clemson","","Kent State","W (56-3)",2017-09-02
"275","Clemson","@","Louisville","W (47-21)",2017-09-16
"276","Clemson","@","Virginia Tech","W (31-17)",2017-09-30
"277","Clemson","","Wake Forest","W (28-14)",2017-10-07
"278","Clemson","@","Syracuse","L (24-27)",2017-10-13
"279","Clemson","","Georgia Tech","W (24-10)",2017-10-28
"280","Clemson","@","North Carolina State","W (38-31)",2017-11-04
"281","Clemson","","Florida State","W (31-14)",2017-11-11
"282","Clemson","","Non-Major","W (61-3)",2017-11-18
"283","Clemson","@","South Carolina","W (34-10)",2017-11-25
"284","Clemson","N","Miami (FL)","W (38-3)",2017-12-02
"285","Coastal Carolina","","Massachusetts","W (38-28)",2017-09-02
"286","Coastal Carolina","","Non-Major","L (10-52)",2017-09-23
"287","Coastal Carolina","@","Louisiana-Monroe","L (43-51)",2017-09-30
"288","Coastal Carolina","","Georgia State","L (21-27)",2017-10-07
"289","Coastal Carolina","","Texas State","L (7-27)",2017-10-28
"290","Coastal Carolina","","Troy","L (17-42)",2017-11-11
"291","Coastal Carolina","@","Idaho","W (13-7)",2017-11-18
"292","Coastal Carolina","","Georgia Southern","W (28-17)",2017-12-02
"293","Colorado State","","Oregon State","W (58-27)",2017-08-26
"294","Colorado State","N","Colorado","L (3-17)",2017-09-01
"295","Colorado State","","Non-Major","W (38-10)",2017-09-09
"296","Colorado State","@","Hawaii","W (51-21)",2017-09-30
"297","Colorado State","@","Utah State","W (27-14)",2017-10-07
"298","Colorado State","","Nevada","W (44-42)",2017-10-14
"299","Colorado State","@","New Mexico","W (27-24)",2017-10-20
"300","Colorado State","@","Wyoming","L (13-16)",2017-11-04
"301","Colorado State","","San Jose State","W (42-14)",2017-11-18
"302","Colorado State","N","Marshall","L (28-31)",2017-12-16
"303","Colorado","","Texas State","W (37-3)",2017-09-09
"304","Colorado","","Non-Major","W (41-21)",2017-09-16
"305","Colorado","","Washington","L (10-37)",2017-09-23
"306","Colorado","@","UCLA","L (23-27)",2017-09-30
"307","Colorado","@","Oregon State","W (36-33)",2017-10-14
"308","Colorado","@","Washington State","L (0-28)",2017-10-21
"309","Colorado","","Southern California","L (24-38)",2017-11-11
"310","Colorado","@","Utah","L (13-34)",2017-11-25
"311","Connecticut","","Non-Major","W (27-20)",2017-08-31
"312","Connecticut","@","Virginia","L (18-38)",2017-09-16
"313","Connecticut","","East Carolina","L (38-41)",2017-09-24
"314","Connecticut","@","Southern Methodist","L (28-49)",2017-09-30
"315","Connecticut","","Memphis","L (31-70)",2017-10-06
"316","Connecticut","@","Temple","W (28-24)",2017-10-14
"317","Connecticut","","Tulsa","W (20-14)",2017-10-21
"318","Connecticut","","Missouri","L (12-52)",2017-10-28
"319","Connecticut","","South Florida","L (20-37)",2017-11-04
"320","Duke","","Non-Major","W (60-7)",2017-09-02
"321","Duke","","Northwestern","W (41-17)",2017-09-09
"322","Duke","@","North Carolina","W (27-17)",2017-09-23
"323","Duke","","Miami (FL)","L (6-31)",2017-09-29
"324","Duke","@","Virginia","L (21-28)",2017-10-07
"325","Duke","","Florida State","L (10-17)",2017-10-14
"326","Duke","","Pittsburgh","L (17-24)",2017-10-21
"327","Duke","@","Virginia Tech","L (3-24)",2017-10-28
"328","Duke","","Georgia Tech","W (43-20)",2017-11-18
"329","Duke","@","Wake Forest","W (31-23)",2017-11-25
"330","Duke","N","Northern Illinois","W (36-14)",2017-12-26
"331","East Carolina","","Non-Major","L (14-34)",2017-09-02
"332","East Carolina","@","West Virginia","L (20-56)",2017-09-09
"333","East Carolina","","Virginia Tech","L (17-64)",2017-09-16
"334","East Carolina","","South Florida","L (31-61)",2017-09-30
"335","East Carolina","","Temple","L (10-34)",2017-10-07
"336","East Carolina","@","Houston","L (27-52)",2017-11-04
"337","East Carolina","","Tulane","L (24-31)",2017-11-11
"338","East Carolina","@","Memphis","L (13-70)",2017-11-25
"339","Eastern Michigan","@","Rutgers","W (16-13)",2017-09-09
"340","Eastern Michigan","","Ohio","L (20-27)",2017-09-23
"341","Eastern Michigan","@","Kentucky","L (20-24)",2017-09-30
"342","Eastern Michigan","@","Toledo","L (15-20)",2017-10-07
"343","Eastern Michigan","","Western Michigan","L (17-20)",2017-10-21
"344","Eastern Michigan","@","Northern Illinois","L (27-30)",2017-10-26
"345","Eastern Michigan","@","Miami (OH)","W (27-24)",2017-11-15
"346","Florida Atlantic","","Navy","L (19-42)",2017-09-01
"347","Florida Atlantic","@","Wisconsin","L (14-31)",2017-09-09
"348","Florida Atlantic","","Non-Major","W (45-0)",2017-09-16
"349","Florida Atlantic","","Middle Tennessee State","W (38-20)",2017-09-30
"350","Florida Atlantic","@","Old Dominion","W (58-28)",2017-10-07
"351","Florida Atlantic","","North Texas","W (69-31)",2017-10-21
"352","Florida Atlantic","@","Western Kentucky","W (42-28)",2017-10-28
"353","Florida Atlantic","","Marshall","W (30-25)",2017-11-03
"354","Florida Atlantic","@","Louisiana Tech","W (48-23)",2017-11-11
"355","Florida Atlantic","","Florida International","W (52-24)",2017-11-18
"356","Florida Atlantic","","North Texas","W (41-17)",2017-12-02
"357","Florida International","N","Non-Major","W (17-10)",2017-09-08
"358","Florida International","@","Rice","W (13-7)",2017-09-23
"359","Florida International","@","Middle Tennessee State","L (17-37)",2017-10-07
"360","Florida International","","Tulane","W (23-10)",2017-10-14
"361","Florida International","@","Marshall","W (41-30)",2017-10-28
"362","Florida International","","Texas-San Antonio","W (14-7)",2017-11-04
"363","Florida International","","Old Dominion","L (30-37)",2017-11-11
"364","Florida International","","Western Kentucky","W (41-17)",2017-11-24
"365","Florida International","","Massachusetts","W (63-45)",2017-12-02
"366","Florida International","N","Temple","L (3-28)",2017-12-21
"367","Florida State","","North Carolina State","L (21-27)",2017-09-23
"368","Florida State","@","Wake Forest","W (26-19)",2017-09-30
"369","Florida State","","Miami (FL)","L (20-24)",2017-10-07
"370","Florida State","","Louisville","L (28-31)",2017-10-21
"371","Florida State","","Syracuse","W (27-24)",2017-11-04
"372","Florida State","","Non-Major","W (77-6)",2017-11-18
"373","Florida State","@","Florida","W (38-22)",2017-11-25
"374","Florida State","","Louisiana-Monroe","W (42-10)",2017-12-02
"375","Florida State","N","Southern Mississippi","W (42-13)",2017-12-27
"376","Florida","N","Michigan","L (17-33)",2017-09-02
"377","Florida","","Tennessee","W (26-20)",2017-09-16
"378","Florida","@","Kentucky","W (28-27)",2017-09-23
"379","Florida","","Vanderbilt","W (38-24)",2017-09-30
"380","Florida","","Louisiana State","L (16-17)",2017-10-07
"381","Florida","","Texas A&M","L (17-19)",2017-10-14
"382","Florida","N","Georgia","L (7-42)",2017-10-28
"383","Florida","@","Missouri","L (16-45)",2017-11-04
"384","Florida","@","South Carolina","L (20-28)",2017-11-11
"385","Fresno State","","Non-Major","W (66-0)",2017-09-02
"386","Fresno State","@","Washington","L (16-48)",2017-09-16
"387","Fresno State","","Nevada","W (41-21)",2017-09-30
"388","Fresno State","@","San Jose State","W (27-10)",2017-10-07
"389","Fresno State","","New Mexico","W (38-0)",2017-10-14
"390","Fresno State","@","San Diego State","W (27-3)",2017-10-21
"391","Fresno State","","Nevada-Las Vegas","L (16-26)",2017-10-28
"392","Fresno State","@","Hawaii","W (31-21)",2017-11-11
"393","Fresno State","@","Wyoming","W (13-7)",2017-11-18
"394","Fresno State","N","Houston","W (33-27)",2017-12-24
"395","Georgia Southern","N","Non-Major","L (12-22)",2017-09-09
"396","Georgia Southern","@","Indiana","L (17-52)",2017-09-23
"397","Georgia Southern","","New Mexico State","L (27-35)",2017-10-14
"398","Georgia Southern","@","Massachusetts","L (20-55)",2017-10-21
"399","Georgia Southern","@","Troy","L (16-38)",2017-10-28
"400","Georgia Southern","","Georgia State","L (17-21)",2017-11-04
"401","Georgia Southern","","South Alabama","W (52-0)",2017-11-18
"402","Georgia Southern","@","Louisiana","W (34-24)",2017-11-25
"403","Georgia State","","Non-Major","L (10-17)",2017-08-31
"404","Georgia State","@","Penn State","L (0-56)",2017-09-16
"405","Georgia State","@","Louisiana-Monroe","W (47-37)",2017-10-14
"406","Georgia State","","Troy","L (10-34)",2017-10-21
"407","Georgia State","","South Alabama","W (21-13)",2017-10-26
"408","Georgia State","@","Texas State","W (33-30)",2017-11-11
"409","Georgia State","","Idaho","L (10-24)",2017-12-02
"410","Georgia State","N","Western Kentucky","W (27-17)",2017-12-16
"411","Georgia Tech","N","Tennessee","L (41-42)",2017-09-04
"412","Georgia Tech","","Non-Major","W (37-10)",2017-09-09
"413","Georgia Tech","","Pittsburgh","W (35-17)",2017-09-23
"414","Georgia Tech","","North Carolina","W (33-7)",2017-09-30
"415","Georgia Tech","@","Miami (FL)","L (24-25)",2017-10-14
"416","Georgia Tech","","Wake Forest","W (38-24)",2017-10-21
"417","Georgia Tech","@","Virginia","L (36-40)",2017-11-04
"418","Georgia Tech","","Virginia Tech","W (28-22)",2017-11-11
"419","Georgia Tech","","Georgia","L (7-38)",2017-11-25
"420","Georgia","@","Notre Dame","W (20-19)",2017-09-09
"421","Georgia","","Non-Major","W (42-14)",2017-09-16
"422","Georgia","","Mississippi State","W (31-3)",2017-09-23
"423","Georgia","@","Tennessee","W (41-0)",2017-09-30
"424","Georgia","@","Vanderbilt","W (45-14)",2017-10-07
"425","Georgia","","Missouri","W (53-28)",2017-10-14
"426","Georgia","","South Carolina","W (24-10)",2017-11-04
"427","Georgia","","Kentucky","W (42-13)",2017-11-18
"428","Georgia","N","Oklahoma","W (54-48)",2018-01-01
"429","Hawaii","@","Massachusetts","W (38-35)",2017-08-26
"430","Hawaii","","Non-Major","W (41-18)",2017-09-02
"431","Hawaii","@","UCLA","L (23-56)",2017-09-09
"432","Hawaii","@","Wyoming","L (21-28)",2017-09-23
"433","Hawaii","@","Nevada","L (21-35)",2017-10-07
"434","Hawaii","","San Jose State","W (37-26)",2017-10-14
"435","Hawaii","","San Diego State","L (7-28)",2017-10-28
"436","Hawaii","@","Nevada-Las Vegas","L (23-31)",2017-11-04
"437","Hawaii","@","Utah State","L (0-38)",2017-11-18
"438","Houston","","Rice","W (38-3)",2017-09-16
"439","Houston","","Texas Tech","L (24-27)",2017-09-23
"440","Houston","@","Temple","W (20-13)",2017-09-30
"441","Houston","","Southern Methodist","W (35-22)",2017-10-07
"442","Houston","@","Tulsa","L (17-45)",2017-10-14
"443","Houston","","Memphis","L (38-42)",2017-10-19
"444","Houston","@","South Florida","W (28-24)",2017-10-28
"445","Houston","@","Tulane","L (17-20)",2017-11-18
"446","Houston","","Navy","W (24-14)",2017-11-24
"447","Idaho","","Non-Major","W (28-6)",2017-08-31
"448","Idaho","","Nevada-Las Vegas","L (16-44)",2017-09-09
"449","Idaho","@","Western Michigan","L (28-37)",2017-09-16
"450","Idaho","@","South Alabama","W (29-23)",2017-09-23
"451","Idaho","","Louisiana","L (16-21)",2017-10-07
"452","Idaho","@","Missouri","L (21-68)",2017-10-21
"453","Idaho","","Louisiana-Monroe","W (31-23)",2017-10-28
"454","Idaho","@","Troy","L (21-24)",2017-11-02
"455","Idaho","@","New Mexico State","L (10-17)",2017-11-25
"456","Illinois","","Western Kentucky","W (20-7)",2017-09-09
