"","Team","X","Opponent","Result","Date"
"322","California","","Texas","W (50-43)","2016-09-17"
"517","California","","Utah","W (28-23)","2016-10-01"
"612","California","@","Oregon State","L (44-47)","2016-10-08"
"713","California","","Oregon","W (52-49)","2016-10-21"
"811","California","@","Southern California","L (24-45)","2016-10-27"
"913","California","","Washington","L (27-66)","2016-11-05"
"1013","California","@","Washington State","L (21-56)","2016-11-12"
"1118","California","","Stanford","L (31-45)","2016-11-19"
"1213","California","","UCLA","W (36-10)","2016-11-26"
"141","Central Florida","","South Carolina State","W (38-0)","2016-09-03"
"223","Central Florida","@","Michigan","L (14-51)","2016-09-10"
"323","Central Florida","","Maryland","L (24-30)","2016-09-17"
"421","Central Florida","@","Florida International","W (53-14)","2016-09-24"
"518","Central Florida","@","East Carolina","W (47-29)","2016-10-01"
"613","Central Florida","","Temple","L (25-26)","2016-10-15"
"714","Central Florida","@","Connecticut","W (24-16)","2016-10-22"
"812","Central Florida","@","Houston","L (24-31)","2016-10-29"
"914","Central Florida","","Tulane","W (37-6)","2016-11-05"
"1014","Central Florida","","Cincinnati","W (24-3)","2016-11-12"
"1119","Central Florida","","Tulsa","L (20-35)","2016-11-19"
"1214","Central Florida","@","South Florida","L (31-48)","2016-11-26"
"142","Central Michigan","","Presbyterian","W (49-3)","2016-09-01"
"224","Central Michigan","@","Oklahoma State","W (30-27)","2016-09-10"
"324","Central Michigan","","Nevada-Las Vegas","W (44-21)","2016-09-17"
"422","Central Michigan","@","Virginia","L (35-49)","2016-09-24"
"519","Central Michigan","","Western Michigan","L (10-49)","2016-10-01"
"715","Central Michigan","@","Northern Illinois","W (34-28)","2016-10-15"
"813","Central Michigan","@","Toledo","L (17-31)","2016-10-22"
"915","Central Michigan","","Kent State","L (24-27)","2016-10-29"
"1015","Central Michigan","@","Miami (OH)","L (17-37)","2016-11-04"
"1120","Central Michigan","","Ohio","W (27-20)","2016-11-15"
"1215","Central Michigan","@","Eastern Michigan","L (21-26)","2016-11-22"
"1310","Central Michigan","N","Tulsa","L (10-55)","2016-12-19"
"143","Charlotte","@","Louisville","L (14-70)","2016-09-01"
"225","Charlotte","","Elon","W (47-14)","2016-09-10"
"325","Charlotte","","Eastern Michigan","L (19-37)","2016-09-17"
"423","Charlotte","@","Temple","L (20-48)","2016-09-24"
"520","Charlotte","","Old Dominion","L (17-52)","2016-10-01"
"614","Charlotte","@","Florida Atlantic","W (28-23)","2016-10-09"
"716","Charlotte","","Florida International","L (26-27)","2016-10-15"
"814","Charlotte","@","Marshall","W (27-24)","2016-10-22"
"916","Charlotte","@","Southern Mississippi","W (38-27)","2016-11-05"
"1016","Charlotte","","Rice","L (21-22)","2016-11-12"
"1121","Charlotte","","Middle Tennessee State","L (31-38)","2016-11-19"
"1216","Charlotte","@","Texas-San Antonio","L (14-33)","2016-11-26"
"144","Cincinnati","","Tennessee-Martin","W (28-7)","2016-09-01"
"226","Cincinnati","@","Purdue","W (38-20)","2016-09-10"
"326","Cincinnati","","Houston","L (16-40)","2016-09-15"
"424","Cincinnati","","Miami (OH)","W (27-20)","2016-09-24"
"521","Cincinnati","","South Florida","L (20-45)","2016-10-01"
"615","Cincinnati","@","Connecticut","L (9-20)","2016-10-08"
"717","Cincinnati","","East Carolina","W (31-19)","2016-10-22"
"815","Cincinnati","@","Temple","L (13-34)","2016-10-29"
"1122","Cincinnati","","Memphis","L (7-34)","2016-11-18"
"1217","Cincinnati","@","Tulsa","L (37-40)","2016-11-25"
"227","Clemson","","Troy","W (30-24)","2016-09-10"
"327","Clemson","","South Carolina State","W (59-0)","2016-09-17"
"425","Clemson","@","Georgia Tech","W (26-7)","2016-09-22"
"522","Clemson","","Louisville","W (42-36)","2016-10-01"
"718","Clemson","","North Carolina State","W (24-17)","2016-10-15"
"816","Clemson","@","Florida State","W (37-34)","2016-10-29"
"917","Clemson","","Syracuse","W (54-0)","2016-11-05"
"1017","Clemson","","Pittsburgh","L (42-43)","2016-11-12"
"1123","Clemson","@","Wake Forest","W (35-13)","2016-11-19"
"1218","Clemson","","South Carolina","W (56-7)","2016-11-26"
"1311","Clemson","N","Virginia Tech","W (42-35)","2016-12-03"
"146","Clemson","N","Ohio State","W (31-0)","2016-12-31"
"145","Colorado State","N","Colorado","L (7-44)","2016-09-02"
"228","Colorado State","","Texas-San Antonio","W (23-14)","2016-09-10"
"328","Colorado State","","Northern Colorado","W (47-21)","2016-09-17"
"426","Colorado State","@","Minnesota","L (24-31)","2016-09-24"
"523","Colorado State","","Wyoming","L (17-38)","2016-10-01"
"616","Colorado State","","Utah State","W (31-24)","2016-10-08"
"817","Colorado State","@","Nevada-Las Vegas","W (42-23)","2016-10-22"
"918","Colorado State","","Fresno State","W (37-0)","2016-11-05"
"1124","Colorado State","","New Mexico","W (49-31)","2016-11-19"
"1219","Colorado State","@","San Diego State","W (63-31)","2016-11-26"
"1312","Colorado State","N","Idaho","L (50-61)","2016-12-22"
"229","Colorado","","Idaho State","W (56-7)","2016-09-10"
"329","Colorado","@","Michigan","L (28-45)","2016-09-17"
"427","Colorado","@","Oregon","W (41-38)","2016-09-24"
"524","Colorado","","Oregon State","W (47-6)","2016-10-01"
"617","Colorado","@","Southern California","L (17-21)","2016-10-08"
"818","Colorado","@","Stanford","W (10-5)","2016-10-22"
"919","Colorado","","UCLA","W (20-10)","2016-11-03"
"1125","Colorado","","Washington State","W (38-24)","2016-11-19"
"1220","Colorado","","Utah","W (27-22)","2016-11-26"
"1313","Colorado","N","Washington","L (10-41)","2016-12-02"
"148","Colorado","N","Oklahoma State","L (8-38)","2016-12-29"
"147","Connecticut","","Maine","W (24-21)","2016-09-01"
"230","Connecticut","@","Navy","L (24-28)","2016-09-10"
"330","Connecticut","","Virginia","W (13-10)","2016-09-17"
"428","Connecticut","","Syracuse","L (24-31)","2016-09-24"
"525","Connecticut","@","Houston","L (14-42)","2016-09-29"
"719","Connecticut","@","South Florida","L (27-42)","2016-10-15"
"920","Connecticut","@","East Carolina","L (3-41)","2016-10-29"
"1018","Connecticut","","Temple","L (0-21)","2016-11-04"
"1221","Connecticut","","Tulane","L (13-38)","2016-11-26"
"149","Duke","","North Carolina Central","W (49-6)","2016-09-03"
"231","Duke","","Wake Forest","L (14-24)","2016-09-10"
"331","Duke","@","Northwestern","L (13-24)","2016-09-17"
"429","Duke","@","Notre Dame","W (38-35)","2016-09-24"
"526","Duke","","Virginia","L (20-34)","2016-10-01"
"720","Duke","@","Louisville","L (14-24)","2016-10-14"
"819","Duke","@","Georgia Tech","L (35-38)","2016-10-29"
"921","Duke","","Virginia Tech","L (21-24)","2016-11-05"
"1019","Duke","","North Carolina","W (28-27)","2016-11-10"
"1126","Duke","@","Pittsburgh","L (14-56)","2016-11-19"
"1222","Duke","@","Miami (FL)","L (21-40)","2016-11-26"
"150","East Carolina","","Western Carolina","W (52-7)","2016-09-03"
"232","East Carolina","","North Carolina State","W (33-30)","2016-09-10"
"332","East Carolina","@","South Carolina","L (15-20)","2016-09-17"
"430","East Carolina","@","Virginia Tech","L (17-54)","2016-09-24"
"618","East Carolina","@","South Florida","L (22-38)","2016-10-08"
"922","East Carolina","@","Tulsa","L (24-45)","2016-11-05"
"1020","East Carolina","","Southern Methodist","L (31-55)","2016-11-12"
"1127","East Carolina","","Navy","L (31-66)","2016-11-19"
"1223","East Carolina","@","Temple","L (10-37)","2016-11-26"
"151","Eastern Michigan","","Mississippi Valley State","W (61-14)","2016-09-02"
"233","Eastern Michigan","@","Missouri","L (21-61)","2016-09-10"
"431","Eastern Michigan","","Wyoming","W (27-24)","2016-09-23"
"619","Eastern Michigan","","Toledo","L (20-35)","2016-10-08"
"721","Eastern Michigan","@","Ohio","W (27-20)","2016-10-15"
"820","Eastern Michigan","@","Western Michigan","L (31-45)","2016-10-22"
"923","Eastern Michigan","","Miami (OH)","L (15-28)","2016-10-29"
"1128","Eastern Michigan","","Northern Illinois","L (24-31)","2016-11-16"
"1314","Eastern Michigan","N","Old Dominion","L (20-24)","2016-12-23"
"152","Florida Atlantic","","Southern Illinois","W (38-30)","2016-09-03"
"234","Florida Atlantic","@","Miami (FL)","L (10-38)","2016-09-10"
"333","Florida Atlantic","@","Kansas State","L (7-63)","2016-09-17"
"527","Florida Atlantic","@","Florida International","L (31-33)","2016-10-01"
"722","Florida Atlantic","@","Marshall","L (21-27)","2016-10-15"
"821","Florida Atlantic","","Western Kentucky","L (3-52)","2016-10-29"
"924","Florida Atlantic","@","Rice","W (42-25)","2016-11-05"
"1021","Florida Atlantic","","Texas-El Paso","W (35-31)","2016-11-12"
"1129","Florida Atlantic","","Old Dominion","L (24-42)","2016-11-19"
"1224","Florida Atlantic","@","Middle Tennessee State","L (56-77)","2016-11-26"
"153","Florida International","","Indiana","L (13-34)","2016-09-01"
"235","Florida International","","Maryland","L (14-41)","2016-09-09"
"334","Florida International","@","Massachusetts","L (13-21)","2016-09-17"
"620","Florida International","@","Texas-El Paso","W (35-21)","2016-10-08"
"822","Florida International","","Louisiana Tech","L (24-44)","2016-10-22"
"925","Florida International","","Middle Tennessee State","L (35-42)","2016-10-29"
"1022","Florida International","@","Western Kentucky","L (21-49)","2016-11-05"
"1130","Florida International","","Marshall","W (31-14)","2016-11-19"
"1225","Florida International","@","Old Dominion","L (28-42)","2016-11-26"
"154","Florida State","N","Mississippi","W (45-34)","2016-09-05"
"236","Florida State","","Charleston Southern","W (52-8)","2016-09-10"
"335","Florida State","@","Louisville","L (20-63)","2016-09-17"
"432","Florida State","@","South Florida","W (55-35)","2016-09-24"
"528","Florida State","","North Carolina","L (35-37)","2016-10-01"
"621","Florida State","@","Miami (FL)","W (20-19)","2016-10-08"
"723","Florida State","","Wake Forest","W (17-6)","2016-10-15"
"926","Florida State","@","North Carolina State","W (24-20)","2016-11-05"
"1131","Florida State","@","Syracuse","W (45-14)","2016-11-19"
"1226","Florida State","","Florida","W (31-13)","2016-11-26"
"1315","Florida State","N","Michigan","W (33-32)","2016-12-30"
"155","Florida","","Massachusetts","W (24-7)","2016-09-03"
"237","Florida","","Kentucky","W (45-7)","2016-09-10"
"336","Florida","","North Texas","W (32-0)","2016-09-17"
"433","Florida","@","Tennessee","L (28-38)","2016-09-24"
"529","Florida","@","Vanderbilt","W (13-6)","2016-10-01"
"622","Florida","","Missouri","W (40-14)","2016-10-15"
"724","Florida","N","Georgia","W (24-10)","2016-10-29"
"927","Florida","","South Carolina","W (20-7)","2016-11-12"
"1023","Florida","@","Louisiana State","W (16-10)","2016-11-19"
"1316","Florida","N","Iowa","W (30-3)","2017-01-02"
"156","Fresno State","@","Nebraska","L (10-43)","2016-09-03"
"238","Fresno State","","Sacramento State","W (31-3)","2016-09-10"
"337","Fresno State","@","Toledo","L (17-52)","2016-09-17"
"434","Fresno State","","Tulsa","L (41-48)","2016-09-24"
"530","Fresno State","@","Nevada-Las Vegas","L (20-45)","2016-10-01"
"623","Fresno State","@","Nevada","L (22-27)","2016-10-08"
"725","Fresno State","","San Diego State","L (3-17)","2016-10-14"
"823","Fresno State","@","Utah State","L (20-38)","2016-10-22"
"1132","Fresno State","","Hawaii","L (13-14)","2016-11-19"
"1227","Fresno State","","San Jose State","L (14-16)","2016-11-26"
"157","Georgia Southern","","Savannah State","W (54-0)","2016-09-03"
"239","Georgia Southern","@","South Alabama","W (24-9)","2016-09-10"
"338","Georgia Southern","","Louisiana-Monroe","W (23-21)","2016-09-17"
"435","Georgia Southern","@","Western Michigan","L (31-49)","2016-09-24"
"624","Georgia Southern","@","Georgia Tech","L (24-35)","2016-10-15"
"726","Georgia Southern","@","New Mexico State","W (22-19)","2016-10-22"
"928","Georgia Southern","@","Mississippi","L (27-37)","2016-11-05"
"1024","Georgia Southern","","Louisiana","L (26-33)","2016-11-10"
"1133","Georgia Southern","@","Georgia State","L (24-30)","2016-11-19"
"1228","Georgia Southern","","Troy","W (28-24)","2016-12-03"
"339","Georgia State","@","Wisconsin","L (17-23)","2016-09-17"
"531","Georgia State","","Texas State","W (41-21)","2016-10-08"
"625","Georgia State","@","Troy","L (21-31)","2016-10-15"
"727","Georgia State","","Tennessee-Martin","W (31-6)","2016-10-22"
"824","Georgia State","@","South Alabama","L (10-13)","2016-10-29"
"1025","Georgia State","","Louisiana-Monroe","L (23-37)","2016-11-12"
"1229","Georgia State","@","Idaho","L (12-37)","2016-12-03"
"240","Georgia Tech","","Mercer","W (35-10)","2016-09-10"
"340","Georgia Tech","","Vanderbilt","W (38-7)","2016-09-17"
"532","Georgia Tech","","Miami (FL)","L (21-35)","2016-10-01"
"626","Georgia Tech","@","Pittsburgh","L (34-37)","2016-10-08"
"929","Georgia Tech","@","North Carolina","L (20-48)","2016-11-05"
"1026","Georgia Tech","@","Virginia Tech","W (30-20)","2016-11-12"
"1134","Georgia Tech","","Virginia","W (31-17)","2016-11-19"
"1230","Georgia Tech","@","Georgia","W (28-27)","2016-11-26"
"1317","Georgia Tech","N","Kentucky","W (33-18)","2016-12-31"
"158","Georgia","N","North Carolina","W (33-24)","2016-09-03"
"241","Georgia","","Nicholls State","W (26-24)","2016-09-10"
"341","Georgia","@","Missouri","W (28-27)","2016-09-17"
"436","Georgia","@","Mississippi","L (14-45)","2016-09-24"
"533","Georgia","","Tennessee","L (31-34)","2016-10-01"
"627","Georgia","@","South Carolina","W (28-14)","2016-10-09"
"728","Georgia","","Vanderbilt","L (16-17)","2016-10-15"
"930","Georgia","@","Kentucky","W (27-24)","2016-11-05"
"1135","Georgia","","Louisiana","W (35-21)","2016-11-19"
"1318","Georgia","N","Texas Christian","W (31-23)","2016-12-30"
"242","Hawaii","@","Michigan","L (3-63)","2016-09-03"
"342","Hawaii","","Tennessee-Martin","W (41-36)","2016-09-10"
"534","Hawaii","","Nevada","W (38-17)","2016-10-01"
"628","Hawaii","@","San Jose State","W (34-17)","2016-10-08"
"729","Hawaii","","Nevada-Las Vegas","L (38-41)","2016-10-15"
"931","Hawaii","","New Mexico","L (21-28)","2016-10-29"
"1027","Hawaii","@","San Diego State","L (0-55)","2016-11-05"
"1319","Hawaii","","Massachusetts","W (46-40)","2016-11-26"
"1410","Hawaii","N","Middle Tennessee State","W (52-35)","2016-12-24"
"159","Houston","N","Oklahoma","W (33-23)","2016-09-03"
"243","Houston","","Lamar","W (42-0)","2016-09-10"
"437","Houston","@","Texas State","W (64-3)","2016-09-24"
"629","Houston","@","Navy","L (40-46)","2016-10-08"
"730","Houston","","Tulsa","W (38-31)","2016-10-15"
"825","Houston","@","Southern Methodist","L (16-38)","2016-10-22"
"1028","Houston","","Tulane","W (30-18)","2016-11-12"
"1136","Houston","","Louisville","W (36-10)","2016-11-17"
"1231","Houston","@","Memphis","L (44-48)","2016-11-25"
"1320","Houston","N","San Diego State","L (10-34)","2016-12-17"
"160","Idaho","","Montana State","W (20-17)","2016-09-01"
"244","Idaho","@","Washington","L (14-59)","2016-09-10"
"343","Idaho","@","Washington State","L (6-56)","2016-09-17"
"438","Idaho","@","Nevada-Las Vegas","W (33-30)","2016-09-24"
"535","Idaho","","Troy","L (13-34)","2016-10-01"
"630","Idaho","@","Louisiana-Monroe","W (34-31)","2016-10-08"
"731","Idaho","","New Mexico State","W (55-23)","2016-10-15"
"932","Idaho","@","Louisiana","W (23-13)","2016-11-05"
